nome,kcal,proteina,carbo,gordura
"Macarrão, farinha de trigo refinada, seco, cozido, drenado, s/ óleo, s/ sal, Brasil (média de diferentes amostras)",101,"3,73",21,"0,48"
"Macarrão, farinha de trigo refinado , c/ ovos, cozido, drenado, s/ óleo, s/ sal, Brasil",166,"4,73","35,2","0,9"
"Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal",231,"5,3","21,6",14
"Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal",234,"5,35","21,7","14,3"
"Macarrão, trigo cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal",164,"6,84","19,5","6,68"
"Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal",229,"6,31","21,1",14
"Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal",232,"6,36","21,2","14,3"
"Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), c/ sal",159,"7,66","19,1","6,38"
"Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal",163,"7,79","19,1","6,68"
"Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal",164,"9,78","18,9","6,06"
"Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal",164,"9,8","18,9","6,06"
"Macarrão, trigo integral, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite) e queijo parmesão, salsa, pimenta-do-reino, c/ sal",153,"8,92","18,4","5,4"
"Macarrão, trigo integral, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite) e queijo parmesão, salsa, pimenta-do-reino, s/ sal",144,"8,43","18,5","4,55"
"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, c/ sal",157,"9,77","19,2","5,18"
"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, s/ sal",157,"9,78","19,2","5,18"
"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, c/ sal",171,"9,33",20,"6,61"
"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo e alho, s/ sal",172,"9,34",20,"6,61"
"Macarrão, trigo integral, c/ vegetais, c/ sal (massa com trigo integral, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, c/ sal)",99,"3,82","19,9","1,11"
"Macarrão, trigo integral, c/ vegetais, s/ sal (massa com trigo integral, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, s/ sal)",99,"3,84",20,"1,12"
"Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal",166,"8,84","19,3","6,06"
"Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal",166,"8,86","19,4","6,07"
"Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, c/ sal",159,"10,5",19,"4,68"
"Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, s/ sal",159,"10,5",19,"4,68"
"Macarrão, trigo, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite) e queijo parmesão, salsa, pimenta-do-reino, c/ sal",155,"8,18","18,7","5,4"
"Macarrão, trigo, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite), salsa, pimenta-do-reino, s/ sal",146,"7,65","18,9","4,55"
"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, c/ sal",159,"8,83","19,6","5,18"
"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, s/ sal",159,"8,84","19,7","5,19"
"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, c/ sal",173,"8,39","20,5","6,61"
"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, c/ sal",145,"5,93","20,4","4,66"
"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, s/ sal",145,"5,94","20,4","4,66"
"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo e alho, s/ sal",173,"8,4","20,5","6,62"
"Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, c/ sal",116,"3,75","23,1","1,63"
"Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, s/ sal",118,"3,76","23,2","1,74"
"Macarrão, trigo, c/ frango e cogumelos, c/ sal (massa com trigo, peito de frango, cogumelo paris e shiitake, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal)",119,"6,15",20,"1,91"
"Macarrão, trigo, c/ frango e cogumelos, s/ sal (massa com trigo, peito de frango, cogumelo paris e shiitake, queijo parmesão, salsa, cebolinha, c/ óleo, cebola e alho, s/ sal)",137,"7,43","19,2","3,64"
"Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",133,"5,19","19,1","4,23"
"Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",133,"5,2","19,1","4,23"
"Macarrão, trigo, c/ molho aurora, c/ sal (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal)",125,"3,04","20,8","3,57"
"Macarrão, trigo, c/ molho aurora, s/ sal (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal)",126,"3,05","20,8","3,62"
"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal",130,"7,12","19,3","3,34"
"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal",132,"6,57","19,4","3,31"
"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal",120,"6,38","20,4","1,66"
"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal",139,"7,76","19,5","3,54"
"Macarrão, trigo, c/ ovos, c/ alho e óleo, c/ sal",180,"3,64","25,8","7,05"
"Macarrão, trigo, c/ ovos, c/ manteiga, c/ sal",158,"3,44","25,4","4,93"
"Macarrão, trigo, c/ ovos, c/ manteiga, s/ sal",159,"3,45","25,5","4,96"
"Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal",139,"3,97","24,6","2,88"
"Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal",140,"3,98","24,7","2,89"
"Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",115,"3,19","22,9","1,49"
"Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",116,"3,2",23,"1,51"
"Macarrão, trigo, c/ ovos, c/ peixe, água doce, refogado (c/ óleo, cebola e alho), c/ sal",137,13,"13,8","3,46"
"Macarrão, trigo, c/ ovos, seco, cru, Brasil",361,"10,3","76,6","1,97"
"Macarrão, trigo, c/ presunto, ervilha, c/ molho branco (farinha de trigo, manteiga e leite) (farinha de trigo, manteiga e leite), c/ sal",144,"5,05","21,4","4,5"
"Macarrão, trigo, c/ presunto, ervilha, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",158,"6,17","20,7","5,84"
"Macarrão, trigo, c/ queijo, c/ sal (macarrão de trigo, creme de leite, leite, queijo muçarela e queijo parmesão, c/ sal)",184,"7,92","17,8","9,2"
"Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",134,"4,52","19,8","4,37"
"Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",134,"4,53","19,8","4,37"
"Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",141,"5,42","19,5","4,84"
"Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",141,"5,43","19,6","4,84"
"Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",125,6,"19,4","2,82"
"Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",125,"6,01","19,4","2,82"
"Macarrão, trigo, c/ vegetais,  s/ sal (massa com trigo, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, s/ sal)",101,"2,9","20,4","1,12"
"Macarrão, trigo, cozido, c/ ovo mexido, c/ toucinho defumado (bacon), c/ sal",161,"6,72","19,5","6,38"
"Macarrão, trigo, intantâneo, cozido, light, c/ molho de tomate (tomate, c/ óleo de soja, cebola e alho), c/ sal",124,"2,75",19,"4,6"
"Macarrão, trigo, integral, à bolonhesa, c/ sal (macarrão integral, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja)",121,"5,46","22,2","1,84"
"Macarrão, trigo, integral, ao alho e óleo, c/ sal",177,"4,79","25,5","6,94"
"Macarrão, trigo, integral, c/ alho e óleo, s/ sal",178,"4,82","25,6","6,97"
"Macarrão, trigo, integral, c/ espinafre e molho branco vegano, c/ sal (macarrão, trigo, integral, espinafre, c/ molho branco vegano (farinha de trigo, bebida vegetal à base de soja), c/ queijo vegetal (tremoço, castanha de caju, água, alho, suco de limão, óleo de girassol, polvilho, ágar ágar), c/ sal)",117,"4,29","19,7","2,97"
"Macarrão, trigo, integral, c/ frango e cogumelos, c/ sal (massa com trigo integral, peito de frango, cogumelo paris e shiitake, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal)",118,"7,03","19,5","1,91"
"Macarrão, trigo, integral, c/ frango e cogumelos, s/ sal (massa com trigo integral, peito de frango, cogumelo paris e shiitake, queijo parmesão, salsa, cebolinha, c/ óleo, cebola e alho, s,/ sal)",136,"8,26","18,8","3,64"
"Macarrão, trigo, integral, c/ manteiga, c/ sal",155,"4,65",25,"4,81"
"Macarrão, trigo, integral, c/ manteiga, s/ sal",156,"4,68","25,1","4,84"
"Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal",136,"4,99","24,3","2,78"
"Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal",137,"5,02","24,4","2,79"
"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal",111,"5,7","20,2","1,45"
"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal",130,"7,12","19,3","3,34"
"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal",118,"7,33","19,9","1,65"
"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal",137,"8,66","19,1","3,53"
"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",113,"4,27","22,4","1,5"
"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",114,"4,27","22,5","1,5"
"Macarrão, trigo, integral, c/ presunto, ervilha, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",143,"5,77",21,"4,5"
"Macarrão, trigo, integral, c/ presunto, ervilha, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",157,"6,86","20,3","5,83"
"Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal",123,"4,89","26,3","0,56"
"Macarrão, trigo, integral, cozido, drenado, s/ sal, Brasil",123,"4,9","26,4","0,56"
"Macarrão, trigo, integral, cru, Brasil",352,14,"75,4","1,61"
"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal, Brasil",125,"3,5","27,3","0,46"
"Macarronese, c/ sal (macarrão de trigo, queijo muçarela, presunto, maionese, ervilha em conserva, batata palha, c/ sal)",178,"6,04","21,5","7,83"
"Macaúba, in natura, Brasil",403,"2,08","13,9","40,7"
"Madioca (aipim, macaxeira), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal",120,"0,68","29,7","0,25"
"Maionese vegana, c/ sal, Brasil (bebida vegetal à base de castanha de caju, óleo de girassol, suco de limão, c/ sal)",623,"1,33","1,92","67,9"
"Maionese, c/ ovos, artesanal, c/ sal, Brasil (óleo de soja, ovo de galinha inteiro, vinagre de maçã, c/ sal)",656,"2,41","0,74","71,4"
"Maionese, light (dado importado)",238,"0,37","9,23","22,2"
"Maionese, molho, c/ ovos, industrializado, Brasil",308,"0,58","7,9","30,5"
"Mamão, doce, em calda, drenado, Brasil",215,"0,19",54,"0,07"
"Mamão, Formosa, polpa, in natura, Brasil",47,"0,82","11,6","0,12"
"Mamão, Papaia, polpa, in natura, Brasil",43,"0,5","10,2","0,2"
"Mamão, polpa, in natura, Brasil (média diferentes variedades)",44,"0,57","10,7","0,25"
"Mamão, verde, doce, em calda, drenado, Brasil",230,"0,32","57,6","0,1"
"Mandioca (aipim, macaxeira), fécula, Brasil",328,"0,52","81,1","0,28"
"Mandioca (aipim, macaxeira), frita, c/ sal",303,"1,38","50,1","11,2"
"Mandioca (aipim, macaxeira), frita, s/ sal, Brasil",304,"1,38","50,3","11,2"
"Mandioca (aipim, macaxeira), s/ casca, cozida, assada, s/ óleo, c/ sal",183,"0,97","45,4","0,36"
"Mandioca (aipim, macaxeira), s/ casca, cozida, assada, s/ óleo, s/ sal, Brasil",184,"0,98","45,6","0,37"
"Mandioca (aipim, macaxeira), s/ casca, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",103,"0,89","25,5","0,34"
"Mandioca (aipim, macaxeira), s/ casca, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",111,"0,86","23,2","1,24"
"Mandioca (aipim, macaxeira), s/ casca, cozida, c/ óleo de soja, c/ sal",159,"0,6","28,2","5,2"
"Mandioca (aipim, macaxeira), s/ casca, cozida, c/ óleo de soja, s/ sal",159,"0,61","28,3","5,23"
"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, c/ sal",120,"0,64","29,7","0,24"
"Mandioca (aipim, macaxeira), s/ casca, cozida, drenada, s/ óleo, s/ sal, Brasil",120,"0,64","29,8","0,24"
"Mandioca (aipim, macaxeira), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal",153,"0,65","28,2","4,54"
"Mandioca (aipim, macaxeira), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal",153,"0,67","28,2","4,54"
"Mandioca (aipim, macaxeira), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, c/ sal",120,"0,66","29,7","0,25"
"Mandioca (aipim, macaxeira), s/ casca, cozida, sauté (c/ margarina e salsa), c/ sal",144,"0,6","28,1","3,57"
"Mandioca (aipim, macaxeira), s/ casca, cozida, sauté (c/ margarina e salsa), s/ sal",144,"0,61","28,3","3,58"
"Mandioca (aipim, macaxeira), s/ casca, crua, Brasil",132,"0,98","32,6","0,22"
"Mandioca (aipim, macaxeira), sagu, cru, Brasil",354,"0,19","88,7","0,02"
"Mandioca, farinha, crua, Brasil",349,"1,69","87,5","0,42"
"Mandioca, farinha, fermentada, puba, crua, Brasil",351,"1,62","87,3","0,47"
"Mandioca, farofa, temperada, c/ sal, Brasil",396,"2,06","80,3","9,12"
"Manga, Haden, polpa, in natura, Brasil",67,"0,41","16,7","0,26"
"Manga, Palmer, polpa, in natura, Brasil",77,"0,41","19,4","0,17"
"Manga, polpa, in natura, Brasil (média diferentes variedades)",64,"0,53",16,"0,32"
"Manga, Tommy Atkins, polpa, in natura, Brasil",52,"0,86","12,8","0,22"
"Manga, verde, in natura (dado importado)",52,"0,69","13,6","0,08"
"Mangaba, c/ casca, in natura, Brasil",56,"1,01","11,6","1,51"
"Mangaba, s/ casca, polpa, , Brasil",59,1,"13,1","1,99"
"Maniçoba, c/ sal (folha da mandioca brava (maniva), toucinho defunado (bacon), carne seca dessalgada, carne suína (lombo, orelha, rabo e costela dessalgada), bucho bovino, chouriço, linguiça portuguesa, paio, alho, pimenta-de-cheiro, s/ óleo, c/sal)",126,"9,91","3,39","8,66"
"Maniçoba, s/ sal (folha da mandioca brava (maniva), toucinho defumado (bacon), carne seca dessalgada, carne suína (lombo, orelha, rabo e costela dessalgada), bucho bovino, chouriço, linguiça portuguesa, paio, alho, pimenta-de-cheiro, s/ óleo, s/sal)",127,"9,96","3,4","8,7"
"Manjar, coco, c/ calda de ameixa, artesanal, Brasil [leite de vaca integral, açúcar*, leite de coco*,  ameixa seca, passa, amido de milho (maisena) e coco*]",197,"2,11","35,3","5,63"
"Manjar, coco, em pó, Brasil",392,0,"93,6","2,18"
"Manjar, coco, em pó, preparado (conforme a embalagem)",94,"2,66","13,9","3,14"
"Manjericão, in natura, Brasil",19,"1,99","3,64","0,39"
"Manjericão, seco (dado importado)",302,"14,4",61,4
"Manjerona, seca (dado importado)",320,"12,7","60,6",7
"Manteiga (média várias amostras, c/ e s/ sal), Brasil",673,"0,39","0,52","74,4"
"Manteiga de garrafa, artesanal (média diferentes regiões)",889,"0,08",0,"98,8"
"Manteiga e margarina, c/ sal, Brasil",721,"0,15",0,80
"Manteiga e margarina, s/ sal, Brasil",721,"0,15",0,80
"Manteiga, c/ sal, Brasil",743,"0,52",0,"82,3"
"Manteiga, cacau, Brasil",900,0,0,100
"Manteiga, levemente salgada, light, Brasil",427,"0,12","1,21","46,9"
"Manteiga, s/ sal, Brasil",776,"0,4",0,86
"Maracujá, amarelo, polpa, in natura, Brasil",74,"1,99","12,3","2,1"
"Maracujá, polpa, congelada, Brasil",42,"0,81","9,6","0,18"
"Maracujá, suco, concentrado, envasado, Brasil",43,"0,77","9,64","0,19"
"Margarina (média várias amostras, c/ e s/ sal), Brasil",640,tr,0,"71,1"
"Margarina, c/ leite, c/ sal, Brasil",553,"1,3","1,9",60
"Margarina, c/ leite, s/ sal, Brasil",553,"1,3","1,9",60
"Margarina, c/ óleo hidrogenado (65% lipídeos), c/ sal, Brasil",607,tr,0,"67,4"
"Margarina, c/ óleo hidrogenado (80% lipídeos), s/ sal, Brasil",736,tr,0,"81,7"
"Margarina, c/ óleo interesterificado (65% lipídeos), c/ sal, Brasil",604,tr,0,"67,1"
"Margarina, c/ óleo interesterificado (65% lipídeos), s/ sal, Brasil",604,tr,0,"67,1"
"Margarina, c/ sal, Brasil",540,tr,0,60
"Maria mole (média de diferentes sabores), Brasil",287,"3,48","68,2","0,23"
"Maria mole, chocolate, em pó (média de diferentes marcas), Brasil",377,"26,7","66,1","1,43"
"Maria mole, chocolate, em pó, Brasil",375,"31,7","61,4","1,05"
"Maria mole, chocolate, em pó, Brasil",378,"21,6","70,9","1,8"
"Maria mole, coco queimado, Brasil",316,"3,94","75,1","0,09"
"Maria mole, coco queimado, em pó, Brasil",382,"25,3","70,5",0
"Maria mole, coco queimado, em pó, Brasil",389,"24,1","71,7","0,45"
"Maria mole, coco, Brasil",310,"3,81","73,6","0,19"
"Maria mole, coco, em pó, Brasil",383,"25,3","70,5",0
"Maria mole, coco, em pó, Brasil",389,"22,8","72,9","0,9"
"Maria mole, morango, em pó (média de diferentes marcas), Brasil",387,"21,7","73,9","0,75"
"Maria mole, morango, em pó, Brasil",382,"25,3","70,5",0
"Maria mole, morango, em pó, Brasil",393,"18,1","77,3","1,5"
"Mariscada, c/ sal (mexilhão sururu, camarão, lula, polvo e ostra, tomate, pimentão, coentro, leite de coco, c/ azeite de dendê, c/ óleo, cebola e alho, c/ sal)",134,"13,2","4,72","6,34"
"Mariscada, s/ sal (mexilhão sururu, camarão, lula, polvo e ostra, tomate, pimentão, coentro, leite de coco, c/ azeite de dendê, c/ óleo, cebola e alho, s/ sal)",134,"13,2","4,77","6,34"
"Marmelada, Brasil",278,"0,4","70,8","0,14"
"Marrom glacê (purê de castanha portuguesa, c/ açúcar)",282,"1,1","70,2","0,2"
Marshmallow (dado importado),322,"0,8",79,"0,3"
"Marzipã (pasta de amêndoas, c/ açúcar)",437,"7,4","63,6","18,1"
"Massa brise, dietética, artesanal, assada, Brasil (farinha de trigo refinada, margarina light, gema de ovo, leite de vaca desnatado, c/ sal, c/ adoçante)",355,"8,9","42,7","16,7"
"Massa brise, light, assada (farinha de trigo, manteiga light, gema, leite desnatado, c/ sal, c/ açúcar)",319,"6,6","42,3",14
"Massa de bomba (profiteroles), s/ recheio, vegana, caseiro (farinha de arroz, farinha de trigo, amido de milho, água, bebida vegetal à base de soja, fermento químico, c/ açúcar, c/ sal)",225,"3,43","38,2","6,6"
"Massa para crumble, assada, vegano (farinha de trigo, aveia em flocos, granola, canela em pó, c/ óleo de milho, c/ açúcar mascavo)",406,"10,6",68,"11,6"
"Massa, brise, assada (farinha de trigo, manteiga, gema, leite, c/ açúcar, c/ sal)",464,"6,29","40,5",31
"Massa, filo, assada (dado importado)",360,"12,2","72,9","3,1"
"Massa, folhada, congelada, assada (dado importado)",556,"7,4","45,7","38,5"
"Massa, fresca, capeletti, carne, crua, industrializado, Brasil",272,"10,4","55,3","1,62"
"Massa, fresca, crua, industrializada (média de diferentes recheios), Brasil",277,"10,7","51,3","3,93"
"Massa, fresca, ravioli, queijo, crua, industrializado, Brasil",282,11,"47,3","6,24"
"Massa, panqueca, preparada, s/ recheio, c/ sal, Brasil (farinha de trigo refinada, leite de vaca integral, ovo inteiro, óleo de soja e  sal)",263,"9,01","29,9","12,2"
"Massa, panqueca, vegana, preparada, c/ sal (farinha em trigo, aveia em flocos, bebida vegetal à base de amêndoas, óleo de girassol, c/ cúrcuma em pó, c/ sal)",294,"7,74","46,8","9,08"
"Massa, pizza, grão de bico, vegana, assada, artesanal, c/ sal, Brasil (grão-de-bico, aveia em flocos, água, azeite de oliva, fermento biológico, cúrcuma,  alho, c/ sal)",319,"14,4","47,3","10,2"
"Massa, rocambole, vegana, s/ sal (farinha de arroz, trigo sarraceno (trigo mourisco), lentilha, salsinha e cebolinha, pimenta do reino, c/ óleo de soja, cebola e alho, s/ sal)",188,"5,42","39,4","1,75"
"Massa, rolinho primavera (harumaki), artesanal, preparadp, Brasil (água, farinha de trigo refinada e sal)",246,"7,49","52,9","0,95"
"Maxixe, c/ casca, cozido, drenado, c/ óleo de soja, c/ sal",41,"1,94","4,18","2,48"
"Maxixe, c/ casca, cozido, drenado, c/ óleo de soja, s/ sal",41,"1,95","4,19","2,49"
"Maxixe, c/ casca, cozido, drenado, s/ óleo, c/ sal",20,"1,95","4,28","0,1"
"Maxixe, c/ casca, cozido, drenado, s/ óleo, s/ sal, Brasil",20,2,"4,29","0,1"
"Maxixe, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal",37,"2,44","5,6","1,32"
"Maxixe, c/ casca, refogado (c/ óleo, cebola e alho), s/ sal",37,"2,44","5,67","1,33"
"Maxixe, maduro, c/ casca, cru, Brasil",18,"0,9","4,45","0,22"
"Mel, de abelha, Brasil",324,"0,17","80,9",0
"Melado, cana, Brasil",306,0,"76,6",0
"Melancia, polpa, in natura, Brasil",29,"0,7","6,53","0,06"
"Melão, polpa, in natura, Brasil",24,"0,61","5,7","0,15"
"Merengue, c/ frutas vermelhas (merengue, framboesa, mirtilo, amora, morango, creme de leite, c/ açúcar)",216,"2,57",41,"4,94"
"Mexerica, ´Murcote´, in natura, Brasil",58,"0,88","14,9","0,13"
"Mexerica, ´Rio´, in natura, Brasil",36,"0,65","9,34","0,13"
"Mexido (arroz polido, feijão preto (50% grão e 50% caldo), carne moída acém, ovo mexido, c/ óleo, cebola e alho, c/ sal)",149,"8,75","15,4","6,22"
"Mexilhão com molho branco (farinha de trigo, manteiga e leite), c/ queijo parmesão, c/ sal (mexilhão, tomate, salsa, suco de limão, c/ molho branco (farinha de trigo, manteiga e leite), c/ queijo parmesão, c/ óleo, cebola e alho, c/ pimenta do reino, c/ sal)",128,"11,2","5,76","6,79"
"Mexilhão com molho branco (farinha de trigo, manteiga e leite), s/ sal (mexilhão, tomate, salsa, suco de limão, c/ molho branco (farinha de trigo, manteiga e leite), c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal)",113,"9,9","6,33","5,48"
"Mexilhão ensopado com legumes, c/ sal (mexilhão, legumes - cenoura, vagem, couve-flor, brócolis e champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta do reino, c/ sal)",58,"7,32","3,31",2
"Mexilhão ensopado com legumes, s/ sal (mexilhão, legumes - cenoura, vagem, couve-flor, brócolis e champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal)",58,"7,33","3,34",2
"Milho verde e ervilha, grão, enlatado, drenado, Brasil",100,"4,28","20,4","1,22"
"Milho, amido, cru (maisena), Brasil",349,"0,64","86,3","0,3"
"Milho, creme, pó, cru, Brasil",371,"4,82","86,1","1,64"
"Milho, curau, cozido (milho verde, amido de milho, leite em pó, c/ açúcar)",79,"2,36","13,9","1,64"
"Milho, curau, mistura p/, Brasil",443,"2,22","79,8","13,4"
"Milho, cuscuz, cozido, c/ leite de coco, c/ açúcar",114,"1,79","18,9","3,63"
"Milho, cuscuz, cozido, c/ leite integral, c/ açúcar",88,"2,23","16,7","1,44"
"Milho, farinha, amarela, crua, fortificada com ácido fólico e ferro, Brasil",352,"6,66","78,9","2,13"
"Milho, farinha, crua (média de diferentes marcas/granulação), Brasil",354,"6,85","79,8","1,7"
"Milho, fubá/polenta, frita, c/ óleo de soja, c/ sal",352,"5,48","61,9","9,91"
"Milho, minimilho, cozido, Brasil",10,"1,41","6,6","0,21"
"Milho, pipoca, grão, cru (média diferentes amostras), Brasil",355,10,"76,4","3,48"
"Milho, pipoca, micro-ondas, light, preparado, Brasil",398,"9,74","75,4","10,4"
"Milho, pipoca, p/ micro-ondas,  crua (média de diferentes sabores), Brasil",412,"13,3","56,8","16,2"
"Milho, pipoca, p/ micro-ondas, bacon, cru, Brasil",417,"7,7",59,"20,1"
"Milho, pipoca, p/ micro-ondas, cru, light, Brasil",356,"8,7","67,3","9,3"
"Milho, pipoca, p/ micro-ondas, light, cru, Brasil",356,"8,7","67,3","9,3"
"Milho, pipoca, p/ micro-ondas, manteiga, cru, Brasil",416,"7,5","59,1","18,8"
"Milho, pipoca, p/ micro-ondas, natural, cru, Brasil",424,"7,8","57,5","20,6"
"Milho, pipoca, p/ micro-ondas, queijo, cru, Brasil",409,"8,4","61,1","17,4"
"Milho, pipoca, preparada, c/ óleo de soja, c/ açúcar, Brasil",427,"7,98",76,"12,7"
"Milho, pipoca, preparada, c/ óleo de soja, c/ sal",434,"9,88",70,"15,9"
