nome,kcal,proteina,carbo,gordura
"Milho, pipoca, s/ sal, preparado com óleo, Brasil",436,"9,93","70,3","15,9"
"Milho, polenta/fubá, cozido, c/ sal",104,"2,25","23,2","0,56"
"Milho, verde, grão, assado, c/ manteiga, c/ sal",195,"7,5","32,4","4,97"
"Milho, verde, grão, assado, c/ manteiga, s/ sal",196,"7,53","32,6",5
"Milho, verde, grão, assado, c/ sal, Brasil",165,"7,87","34,1","0,73"
"Milho, verde, grão, assado, s/ sal, Brasil",166,"7,91","34,3","0,73"
"Milho, verde, grão, cozido no vapor, Brasil",97,"3,4","18,4",2
"Milho, verde, grão, cozido, drenado, c/ manteiga, c/ sal",161,"5,85","25,2","4,82"
"Milho, verde, grão, cozido, drenado, c/ manteiga, s/ sal",162,"5,87","25,4","4,84"
"Milho, verde, grão, cozido, drenado, c/ sal, Brasil",129,"6,13","26,6","0,57"
"Milho, verde, grão, cozido, drenado, s/ sal, Brasil",129,"6,16","26,7","0,57"
"Milho, verde, grão, cru (média de diferentes amostras), Brasil",138,"6,59","28,6","0,61"
"Milho, verde, grão, enlatado, drenado (média de diferentes marcas), Brasil",103,"2,74","21,1","1,83"
"Milho, verde, grão, refogado (c/ óleo, cebola e alho), c/ sal",186,"8,35","36,3","1,96"
"Milho, verde, grão, refogado (c/ óleo, cebola e alho), s/ sal",187,"8,39","36,4","1,97"
"Milk shake (leite integral, sorvete, extrato de baunilha e calda de chocolate)",113,"2,84","21,8","5,86"
"Milkshake, paçoca de amendoim, c/ calda de cacau, vegano (bebida vegetal à base de coco, água, bebida vegetal à base de amêndoa, amendoim, castanha de caju, amêndoa, óleo de coco, cacau em pó, melado, c/ açúcar mascavo)",269,"6,28","15,3","20,8"
"Milkshake, paçoca de amendoim, vegano (bebida vegetal à base de coco, água, amendoim de amendoim, castanha de caju, amêndoa, óleo de coco, c/ açúcar mascavo)",321,"7,43","16,8","25,4"
"Mingau, c/ farinha de trigo, c/ açúcar (farinha de trigo, leite integral, manteiga, canela e açúcar)",178,"3,74","29,9","4,91"
"Mingau, c/ fubá, c/ açúcar (fubá de milho, leite integral, manteiga, açúcar e canela)",138,"2,39","20,9","5,09"
"Mingau, c/ tapioca, c/ açúcar (tapioca, leite integral, manteiga, canela e açúcar)",177,"2,1","31,7","4,69"
"Mingau, de amido de milho (maisena), c/ açúcar*, Brasil (leite de vaca integral, amido de milho (maisena), c/ açúcar)",154,"2,63","29,7","2,72"
"Mingau, de amido de milho (maisena), c/ banana (leite, amido de milho, c/ banana, c/ açúcar)",123,"1,88","26,1","1,41"
"Mingau, de aveia (leite, aveia, c/ açúcar)",110,"4,11","15,1","3,84"
"Mingau, farinha de cereais, c/ leite integral",147,"5,66","25,3","2,92"
"Mingau, farinha láctea, c/ leite integral",156,"5,48","24,9","4,01"
"Mingau, tradicional, em pó, Brasil",361,"0,58","89,3","0,37"
"Mirtilo, desidratado (dado importado)",333,"2,5",79,"2,5"
"Mirtilo, in natura (dado importado)",59,"0,74","14,5","0,33"
"Missô, pasta de soja (média de diferentes tipos), Brasil",162,"12,5",16,"6,5"
"Missô, pasta de soja, aka, Brasil",166,13,13,8
"Missô, pasta de soja, shirô, Brasil",158,12,19,5
"Missoshiro (missô, caldo de vegetais, tofu e cebolinha)",31,"2,4","2,9","1,27"
"Missoshiru, em pó, Brasil (média de diferentes sabores)",285,"23,5","27,1","10,7"
"Missôshiru, frango, em pó, Brasil",265,"26,4","21,4","10,7"
"Missôshiru, legumes, pó, Brasil",261,"22,2","29,5","8,5"
"Missôshiru, tradicional, em pó, Brasil",309,22,"30,5",13
"Mix de castanhas e sementes, c/ sal  (caju, Brasil, amendoim, gergelim, linhaça, c/ sal)",594,"19,6","24,2","49,5"
"Mix de castanhas, c/ sal  (caju, Brasil, amendoim, c/ sal)",639,"20,9","18,7","54,9"
"Mix de castanhas, caramelizada",579,14,"38,8","42,3"
"Mix de ervas, secas (dado importado)",311,"10,9","62,6","8,23"
"Mix de oleaginosas, c/ sal  (castanha de caju, castanha do Brasil, amendoa, nozes, amendoim, c/ sal)",635,"19,5","18,8","55,2"
"Mocotó bovino, c/ feijão branco, tomate, c/ caldo de mocotó, c/ óleo, cebola e alho, c/ sal",91,"6,08","10,8","3,11"
"Moela de frango ensopado, c/ óleo, c/ sal, Brasil [moela de frango, tomate, água, cebolinha e salsa (salsinha), c/ cebola, alho  e óleo de soja, c/ sal]",78,"14,5","1,94","1,55"
"Moela de frango, frita (c/ óleo de soja), c/ sal, Brasil",174,24,0,"8,67"
"Moela de frango, refogada (c/ óleo de soja, cebola e alho), c/ sal, Brasil",159,"26,1","0,72","5,74"
"Molho branco (molho bechamel), c/ sal, Brasil (leite de vaca integral, farinha de trigo refinada, manteiga, c/ sal)",153,"4,34","10,9","10,3"
"Molho branco (molho bechamel), s/ sal, Brasil (leite de vaca integral, farinha de trigo refinada, manteiga, s/ sal)",153,"4,34","10,9","10,3"
"Molho caipira, caseiro (suco de limão, cebola, caldo de galinha, salsa, c/ pimenta-do-reino, c/ azeite de oliva)",528,"0,6","4,74","56,5"
"Molho de ervas, c/ sal, caseiro (vinagre de maçã, cebola, tomilho, manjericão, alecrim, salsa, c/ pimenta-do-reino, c/ azeite de oliva, c/ sal)",389,"1,28","10,5",39
"Molho de hortelã, c/ sal, caseiro (suco de limão, cebola, alho, hortelã, c/ azeite de oliva, c/ sal)",388,"1,29","6,28","40,2"
"Molho de iogurte para salada, c/ sal (salsa, suco de limão, alho, azeite de oliva, pepino, iogurte natural, c/ sal)",110,"2,95",7,"7,97"
"Molho de iogurte picante, c/ sal, caseiro (iogurte natural, creme de leite, cream cheese, vinho branco, páprica, molho de pimenta, suco de limão, c/ azeite de oliva, c/ pimenta-do-reino e pimenta vermelha, c/ sal)",188,"4,22","4,7","16,6"
"Molho de iogurte picante, s/ sal, caseiro (iogurte natural, creme de leite, cream cheese, vinho branco, páprica, molho de pimenta, suco de limão, c/ azeite de oliva, c/ pimenta-do-reino e pimenta vermelha, s/ sal)",188,"4,21","4,68","16,6"
"Molho de salada oriental, c/ sal (vinagre de arroz, gergelim, c/ óleo deo gergelim, c/ açúcar, c/ sal)",250,"4,36","20,7","20,1"
"Molho de salada oriental, s/ sal (vinagre de arroz, gergelim, c/ óleo de gergelim, c/ açúcar, s/ sal)",263,"4,59","21,8","21,1"
"Molho de tomate, c/ camarão, c/ óleo, cebola e alho, c/ sal",79,"8,91","3,66","3,44"
"Molho de tomate, c/ frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal",80,"9,13","3,66","3,52"
"Molho de tomate, c/ peito de frango, c/ óleo, cebola e alho, c/ sal",107,"13,6","3,99","4,4"
"Molho de tomate, c/ proteína texturizada de soja, c/ óleo, cebola e alho, c/ sal",114,"10,3","12,4","3,26"
"Molho para carne, c/ mostarda, artesanal, c/ sal, Brasil (creme de leite, molho de mostarda, suco de limão, c/ sal)",182,"2,2","5,13","17,3"
"Molho para carne, roti, c/ sal (caldo de carne, água, vinho tinto, farinha de trigo, manteiga, tomilho, c/ pimenta-do-reino, c/ sal)",170,"1,56","8,75","12,7"
"Molho para carne, roti, s/ sal (caldo de carne, água, vinho tinto, farinha de trigo, manteiga, tomilho, c/ pimenta-do-reino, s/ sal)",171,"1,56","8,78","12,7"
"Molho para salada, c/ mostarda e mel, caseiro, c/ sal (mostarda, mel, vinagre de maçã, azeite de oliva, pimenta-do-reino, c/ sal)",190,"0,12","24,5","10,4"
"Molho para salada, c/ suco de limão e alecrim, caseiro, c/ sal (salsa, suco de limão, alecrim, azeite de oliva, c/ sal)",322,"2,37","20,3","28,3"
"Molho para salada, c/ suco de limão, artesanal, c/ sal, Brasil [suco de limão, azeite de oliva, salsa (salsinha), c/ sal]",344,"1,17","6,27","35,2"
"Molho para salada, c/ suco de limão, artesanal, s/ sal, Brasil [suco de limão, azeite de oliva, salsa (salsinha), s/ sal]",345,"1,21","6,62","35,2"
"Molho para salada, c/ vinagre de maçã, artesanal, c/ sal, Brasil [vinagre de maçã, azeite de oliva, salsa (salsinha), c/ sal]",334,"0,78","4,14","35,1"
"Molho para salada, c/ vinagre de maçã, artesanal, s/ sal [vinagre de maçã, azeite de oliva, salsa (salsinha), s/ sal]",335,"0,78","4,34","35,1"
"Molho para salada, caseiro, c/ sal (cebola, azeitona verde, salsa, vinagre, c/ óleo de soja, c/ sal)",228,"0,93","5,22","22,9"
"Molho para salada, tipo Caesar, artesanal, c/ sal, Brasil (filé de anchova*, suco de limãpo, maionese, alho, molho de mostarda*, molho inglês*, azeite de oliva, vinagre de maçã, maionese, c/ sal)",232,"15,3","4,27","17,2"
"Molho para salada, vinagrete (campanha), c/ sal, Brasil [vinagre de maçã, tomate, cebola, azeite de oliva, salsa (salsinha), c/ sal]",97,"0,88","5,73","8,11"
"Molho para salada, vinagrete (campanha), s/ sal, Brasil [vinagre de maçã, tomate, cebola, azeite de oliva e salsa (salsinha), s/ sal]",97,"0,9","5,75","8,11"
"Molho pesto, c/ rúcula e espinafre, c/ azeite de oliva, c/ sal, Brasil (rúcula, espinadre, azeite de oliva, castanha do Brasil, vinagre de maçã, amendoim, alho, pimenta-do-reino, c/ sal)",311,"5,5","7,43","29,8"
"Molho rosê, caseiro, c/ sal (maionese, molho inglês, conhaque, catchup, creme de leite, páprica, c/ pimenta do reino, c/ sal)",234,"1,41","6,78","21,4"
"Molho tártaro, artesanal, c/ sal, Brasil (picles pepino, maionese, molho de mostarda*, vinagre de maçã, c/sal)",271,"1,37",2,"28,8"
"Molho tomate (molho ao sugo), artesanal, c/ sal, Brasil [tomate, salsa (salsinha), pimenta-do-reino, colorau (urucum), c/ óleo de soja, cebola e alho, c/ sal]",46,"1,96","7,93","1,32"
"Molho tomate (molho ao sugo), artesanal, s/ sal, Brasil [tomate, salsa (salsinha), pimenta do-reino, urucum, com óleo de soja, cebola e alho, s/ sal]",46,"1,92","7,84","1,31"
"Molho, à bolonhesa (25% de carne moída), c/ sal (carne, boi, acém, moída, refogada, c/ molho de tomate, c/ óleo, cebola e alho, c/ sal)",110,"7,67","5,2","6,96"
"Molho, agridoce, Brasil",132,"0,4","32,2","0,4"
"Molho, alho, Brasil",37,"1,3","7,97","0,25"
"Molho, aurora, c/ sal (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal)",124,"1,85","6,06","10,7"
"Molho, aurora, s/ sal (creme de leite, salsa, c/ pimenta-do-reino, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal)",125,"1,88","6,2","10,7"
"Molho, barbecue, Brasil",175,"0,4","42,9","0,4"
"Molho, branco, vegano, s/ sal (amido de milho (maisena), bebida vegetal à base de soja, óleo de soja, s/ sal)",141,3,"11,8","9,15"
"Molho, branco, vegano, s/ sal (farinha de trigo, bebida vegetal à base de soja, óleo de soja, s/ sal)",141,"3,76",11,"9,23"
"Molho, holandês, c/ sal, caseiro (gema de ovo, manteiga, suco de limão, c/ pimenta-do-reino, c/ sal)",580,"5,32","1,5","61,4"
"Molho, holandês, s/ sal, caseiro (gema de ovo, manteiga, suco de limão, c/ pimenta-do-reino, s/ sal)",582,"5,35","1,51","61,7"
"Molho, inglês (dado importado)",78,0,"19,5",0
"Molho, inglês, Brasil",41,"1,17","9,15","0,02"
"Molho, Italian, Brasil",426,"1,31","8,95","42,8"
"Molho, italian, light, Brasil",291,"0,5","13,2","26,2"
"Molho, mostarda, caseiro, s/ sal (creme de leite, suco de limão, mostarda, s/ sal)",197,"1,52","9,98",17
"Molho, parmesan, Brasil",543,"3,68","6,91",56
"Molho, parmesan, light, Brasil",397,"1,14","4,88","41,7"
"Molho, pesto, c/ sal (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino, c/ sal)",556,"10,7","5,45","55,1"
"Molho, pesto, s/ sal (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino, s/ sal)",558,"10,7","5,47","55,3"
"Molho, pimenta, Brasil",8,"0,47","1,85","0,01"
"Molho, pimenta, tabasco (dado importado)",14,"1,29","0,8","0,76"
"Molho, rose, Brasil",255,"1,43",24,17
"Molho, soja, premium, Brasil",73,"5,04","14,6","0,14"
"Molho, soja, premium, light, Brasil",54,"2,7",11,"0,1"
"Molho, soja, shoyu (média de diferentes tipos), Brasil",59,"3,47","11,7","0,24"
"Molho, soja, tradicional, Brasil",58,"2,82","11,7","0,04"
"Molho, teriyaki, Brasil",92,"0,79","21,4","0,4"
"Molusco, lula, cozido, drenado,  s/ óleo, s/ sal (dado importado)",97,"20,9",0,"1,5"
"Molusco, lula, cozido, frito, c/ sal",172,"17,9","8,41","7,45"
"Molusco, lula, cozido, frito, s/ sal",173,"17,9","8,45","7,48"
"Molusco, lula, cozido, s/ óleo, c/ sal",97,"20,8",0,"1,49"
"Molusco, lula, músculo, cru, Brasil",106,"14,4","7,7",2
"Molusco, mexilhão (marisco), cru, Brasil",82,"6,77","6,71","3,09"
"Molusco, mexilhão, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",77,13,"1,31","2,3"
"Molusco, mexilhão, cozido, drenado, s/ óleo, s/ sal, Brasil",78,"15,8",0,"1,59"
"Molusco, mexilhão, cozido, s/ óleo, c/ sal",77,"15,8",0,"1,58"
"Molusco, mexilhão, cru, Brasil",71,"12,7","2,53","1,1"
"Molusco, mexilhão, Sururu, c/ leite de coco, cozido, c/ sal",130,"11,9","4,66","7,06"
"Molusco, mexilhão, Sururu, cozido, c/ leite de coco, s/ sal",130,12,"4,68","7,09"
"Molusco, mexilhão, Sururu, cru, Brasil",105,"17,3","0,42","3,84"
"Molusco, mexilhão, Unha de Velho, cozido, c/ leite de coco, s/ sal",144,14,"6,9","6,75"
"Molusco, mexilhão, Unha de Velho, cru, Brasil",101,"16,4","2,46","2,84"
"Molusco, ostra, cozido, s/ óleo, c/ sal",97,"15,7","3,16","2,33"
"Molusco, ostra, cozido, s/ óleo, s/ sal, Brasil",97,"15,8","3,18","2,34"
"Molusco, ostra, cru, Brasil",70,"10,5","3,29","1,67"
"Molusco, polvo, cozido, drenado, s/ óleo, s/ sal (dado importado)",156,"29,8","4,4","2,08"
"Molusco, polvo, cozido, s/ óleo, c/ sal",155,"29,7","4,38","2,07"
"Molusco, polvo, cru (dado importado)",75,"15,9",0,"1,24"
"Molusco, vieira, cozido, s/ óleo, s/ sal",111,"20,5","5,4","0,84"
"Moqueca de camarão, c/ sal (camarão, tomate, pimentão, coentro, leite de coco, azeite de dendê, c/ óleo, cebola e alho, c/ sal)",114,"13,1","2,84","4,93"
"Moqueca de camarão, s/ sal (camarão, tomate, pimentão, coentro, leite de coco, azeite de dendê, c/ óleo, cebola e alho, s/ sal)",114,"13,1","2,89","4,93"
"Moqueca de frutos do mar, c/ sal (frutos do mar - camarão, lula, polvo, mexilhão, tomate, pimentão, coentro, leite de coco, azeite de dendê, c/ óleo, cebola e alho, c/ sal)",130,"15,3","3,73","5,39"
"Moqueca de frutos do mar, s/ sal (frutos do mar - camarão, lula, polvo, mexilhão, tomate, pimentão, coentro, leite de coco, azeite de dendê, c/ óleo, cebola e alho, s/ sal)",130,"15,3","3,78","5,39"
"Moqueca de lagosta, c/ sal (lagosta, pimentão, coentro, leite de coco, azeite de dendê, c/ óleo, cebola e alho, c/ sal)",114,"14,1","2,89","4,56"
"Moqueca de lagosta, s/ sal (lagosta, pimentão, coentro, leite de coco, azeite de dendê, c/ óleo, cebola e alho, s/ sal)",114,"14,1","2,94","4,56"
"Moqueca, de peixe, baiana, c/ sal (peixe, água salgada, cação (posta), tomate, pimentão, coentro, leite de coco, azeite de dendê, c/ óleo, cebola e alho, c/ sal)",132,"18,6","2,83","4,56"
"Moqueca, de peixe, capixaba, c/ sal (peixe, água salgada, cação (posta), tomate, pimentão, coentro, c/ óleo, cebola e alho, c/ sal)",106,"20,2","2,83","1,6"
"Morango, in natura, Brasil (média diferentes amostras)",30,"0,82","6,54","0,4"
"Mortadela, Brasil",269,"13,7","16,1","16,6"
"Mortadela, light (dado importado)",230,"11,5","2,6","19,3"
"Mostarda, cozida, drenada, c/ óleo de soja, c/ sal",48,"2,16","4,52","2,9"
"Mostarda, cozida, drenada, c/ óleo de soja, s/ sal",48,"2,17","4,53","2,91"
"Mostarda, folha, cozida, drenada, s/ óleo, c/ sal",28,"2,21","4,63","0,53"
"Mostarda, folha, cozida, drenada, s/ óleo, s/ sal, Brasil",28,"2,22","4,64","0,53"
"Mostarda, folha, crua, Brasil",26,"2,12","4,42","0,5"
"Mostarda, folha, refogada (c/ óleo, cebola e alho), c/ sal",58,"3,69","8,15","2,05"
"Mostarda, folha, refogada (c/ óleo, cebola e alho), s/ sal",58,"3,71","8,18","2,06"
"Mostarda, molho (dado importado)",60,"3,74","5,83","3,34"
"Mousse de camarão (camarão cozido, gelatina s/ sabor, maionese, mostarda, creme de leite, salsa, c/ caldo de vegetais, c/ pimenta-do-reino, c/ sal)",156,"11,1","4,29","10,5"
"Mousse de peixe (pescada cozida, gelatina s/ sabor, maionese, mostarda, creme de leite, salsa, c/ caldo de vegetais, c/ pimenta-do-reino, c/ sal)",174,"11,8","4,29","12,2"
"Mousse de salmão (salmão grelhado, gelatina s/ sabor, maionese, mostarda, creme de leite, salsa, c/ caldo de vegetais, c/ pimenta-do-reino, c/ sal)",217,"14,5","4,29","15,8"
"Mousse, chocolate, c/ adoçante (tofu, chocolate amargo, c/ adoçante)",241,"6,86","18,3","16,5"
"Mousse, chocolate, c/ melado (tofu, chocolate amargo, c/ melado)",240,"6,81",18,"16,5"
"Mousse, chocolate, mistura p/, Brasil",436,"11,2","70,8","13,9"
"Mousse, chocolate, mistura p/, preparada, Brasil",165,"4,8","24,5","5,4"
"Mousse, limão, mistura p/, Brasil",438,"5,71","83,8","9,22"
"Mousse, limão, mistura p/, preparada, Brasil",151,"6,2",20,"5,08"
"Mousse, maracujá, mistura p/, Brasil",445,9,"75,7","12,1"
"Mousse, maracujá, mistura p/, preparada, Brasil",150,"4,5","21,1","5,3"
"Mousse, mistura p/, preparada (média de diferentes sabores), Brasil",155,"5,17","21,9","5,26"
"Mousse, uva (leite condensado, creme de leite, suco de uva concentrado, gelatina sem sabor e água)",188,"3,58","23,4","8,95"
"Muffin de maçã com aveia, c/ açúcar cristal, Brasil (maçã Fuji, ovo, farinha de trigo refinada, óleo de soja, açúcar cristal, aveia em flocos, fermento química e canela em pó)",386,"6,71","42,4","21,7"
"Muffin, simples, caseiro (farinha de trigo, açúcar, ovo, leite, manteiga e fermento químico)",299,"6,67","62,4","2,73"
"Mujica/mojica a cuiabana (peixe com mandioca - aipim, macaxeira) (corimba, mandioca (aipim, macaxeira), cebolinha, coentro, suco de limão, c/ caldo de peixe, c/ óleo, cebola e alho, c/ pimenta-do-rei, c/ sal)",114,"8,98","10,3","4,23"
"Mujica/mojica de peixe (pirão de peixe) (tambaqui, farinha de mandioca (aipim, macaxeira), extrato de tomate, tomate, cebolinha, c/ caldo de peixe, c/ óleo, cebola e alho, c/pimenta-do-reino, c/ sal)",132,"4,03","23,9","2,72"
"Murici (mirici, muricizinho), polpa, s/ casca, in natura, Brasil",90,"0,88","19,3","2,58"
"Mussaká, c/ molho bolonhesa, c/ sal (batata frita, berinjela grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ molho bolonhesa (carne bovina - patinho moído, tomate, cebola, alho, c/ óleo), queijo parmesão, salsa, cebolinha, pimenta-do-reino, c/ sal)",147,"6,09","14,2","8,12"
"Mussaká, c/ molho bolonhesa, s/ sal (batata frita, berinjela grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ molho bolonhesa (carne bovina - patinho moído, tomate, cebola, alho, c/ óleo), queijo parmesão, salsa, cebolinha, pimenta-do-reino, s/ sal)",136,"4,73","15,5","6,91"
"Mussaká, c/ proteína texturizada de soja, c/ sal (berinjela grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ molho de tomate, c/ proteína texturizada de soja, queijo parmesão, salsa, cebolinha, pimenta-do-reino, c/ sal)",109,"6,07",10,"5,51"
"Mussaká, c/ proteína texturizada de soja, s/ sal (berinjela grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ molho de tomate, c/ proteína texturizada de soja, queijo parmesão, salsa, cebolinha, pimenta-do-reino, s/ sal)",88,"4,59","10,2","3,82"
"Nabo, c/ casca, cru, Brasil",18,"0,91","4,46","0,06"
"Nabo, s/ casca, cozido, drenado, s/ óleo, c/ sal",18,"0,91","4,45","0,06"
"Nabo, s/ casca, cozido, drenado, s/ óleo, s/ sal, Brasil",18,"0,91","4,46","0,06"
"Nabo, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal",33,"1,11","5,42","1,26"
"Nabo, s/ casca, refogado (c/ óleo, cebola e alho), s/ sal",33,"1,11","5,43","1,27"
"Nachos, Taco Bell (dado importado)",344,"4,32","34,9","21,5"
"Nêspera,  s/ casca, in natura, Brasil",41,"0,31","11,5",tr
"Nhoque (batata, ovo, margarina e farinha de trigo), cozido, s/ molho, c/ sal",184,"5,84","36,7","1,94"
"Nhoque (batata, ovo, margarina e farinha de trigo), cozido, s/ molho, s/ sal",184,"5,86","36,8","1,94"
"Nhoque de batata, c/ molho de tomate, c/ sal (batata, ovo, margarina e farinha de trigo), c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",162,"5,01","30,6","2,6"
"Nhoque, c/ molho bolonhesa, c/ sal (batata, ovo, margarina e farinha de trigo, c/ molho bolonhesa (carne moída refogada - acém, c/ molho de tomate, c/ óleo, cebola e alho), c/ sal)",162,"6,38","27,3","3,43"
"Nhoque, c/ molho bolonhesa, s/ sal (batata, ovo, margarina e farinha de trigo, c/ molho bolonhesa (carne moída - acém, refogada, c/ molho de tomate, c/ óleo, cebola e alho), s/ sal)",162,"6,4","27,3","3,45"
